"11","E0010","E","2006-02-15","Nature and Poverty Symposium","15th February 2006, The Hague, Netherlands",,"en",,,"http://www.iucn.org/themes/spg/Files/natureandpoverty-summary%20report.pdf",".  nature and poverty symposium 15th february 2006 the hague netherlands  .",,,NULL,NULL
"12","E0014","A","2006-11-01","WCPA Task Force on Protected  Areas and Equity",,"Following on from a side event held at CBD COP8 in March 2005, the PCLG Secretariat has worked with Care International, TILCEPA and the World Commission on Protected Areas to develop the framework for a new WCPA Task Force on Protected Areas and Equity which will have a particular emphasis on promoting  social equity provisions within the CBD Programme of Work on Protected Areas. Ongoing support will be provided to the Task Force for regional and global meetings, information synthesis and dissemination.<BR>A meeting of the African regional taskforce was held in Uganda in January 2007 and a workplan developed which you can download here. Meetings of the Asia group and the Latin America group will be held in June 2007 and September 2007 respectively. Please contact Phil Franks at Care International for more information about these meetings (phil@ci.co.ke).","en",,,,".  wcpa task force on protected areas and equity following on from a side event held at cbd cop8 in march 2005 the pclg secretariat has worked with care international tilcepa and the world commission on protected areas to develop the framework for a",,,"D0227|D0076|D0056","Support for the Global Task Force on Protected Areas, Equity and Livelihoods|PAEL Workplan (en)|Terms of Reference: Task Force on Protected Areas and Equity (en)"
"13","E0015","E","2006-10-31","WWF  Science for Nature Symposium: Ecosystem services","31st October - 1st November 2006, Washington D.C., USA","The inaugural WWF Science for Nature Symposium focused on ecosystem services and how to harness their value to conserve biodiversity and enhance human well-being. This is an initiative of the Kathryn Fuller Science for Nature Fund which focuses on harnessing science results for biodiversity conservation through an annual symposium, seminars, fellowships and a visiting scholars program.","en",,,"http://www.worldwildlife.org/fellowships/fuller_symposium_2006.cfm",".  wwf science for nature symposium ecosystem services the inaugural wwf science for nature symposium focused on ecosystem services and how to harness their value to conserve biodiversity and enhance human well being this is an initiative of the kath",,,NULL,NULL
"14","E0016","E","2007-04-02","Management of National / Natural Parks and Biodiversity Conservation in Africa","2nd – 6th April 2007, Accra, Ghana","The International Centre for Enterprise and Sustainable Development (ICED), Accra in collaboration with the Vrije Universiteit Brussel (VUB), Belgium, the University of Ghana Business School, University of Ghent (Belgium) and Katholiek Universiteit Leuven (Belgium) is organizing an international conference on “Management of National / Natural Parks and Biodiversity Conservation in Africa”. <BR>The conference aims to:<BR>-discuss the state of ecosystems of national / natural parks in Africa.<BR>- assess the capacity of environmental leadership and management in Africa and their impact on park management and biodiversity conservation.<BR>-assess the economic, social, and environmental performance of national parks in Africa.<BR>-examine the role of the major groups in a sustainable management of national parks in Africa.<BR>- identify the key challenges facing the sustainability of national / natural parks in Africa.","en",,,"aahenkan@vub.ac.be; iced@4u.com.gh",".  management of national natural parks and biodiversity conservation in africa the international centre for enterprise and sustainable development iced accra in collaboration with the vrije universiteit brussel vub belgium the university of ghana bu",,,NULL,NULL
"15","E0038","E","2007-11-10","Linking Nature Conservation and Poverty Reduction: Supporting a Networking Process","10th - 11th November 2007, International Academy for Nature Conservation, Ile of Vilm, Germany","This international workshop, organised by the Federal Agency for Nature Conservation, follows up on a networking and awareness raising process that had been initiated with a workshop on Vilm in 2006. It aims to further elaborate and stress the links between nature conservation and poverty reduction and to develop mechanisms to foster conservation with sustainable development among governmental and non-governmental, conservation and development organisations. The workshop will also serve to prepare action for the up-coming Conference of the Parties of the Convention on Biological Diversity. PCLG members who are interested in attending this workshop should contact Meike Kretschmar (meike.kretschmar@bfn.de).","en",,,"www.bfn.de/0603_kalender.html?&no_cache=1&tx_blitzcalendar_pi1[uid]=28&tx_blitzcalendar_pi1[cmd]=single",".  linking nature conservation and poverty reduction supporting a networking process this international workshop organised by the federal agency for nature conservation follows up on a networking and awareness raising process that had been initiated",,,NULL,NULL
"16","E0020","L","2007-06-18","PCLG session at the 13th International Symposium on Society and Resource Management (ISSRM)","18th June 2007, Park City, Utah USA","Members of the PCLG presented papers in a session on conservation and human welfare linkages at the 2007 annual symposium of the International Association for Society and Natural Resources. <BR>Dilys Roe (IIED) talked about the diversity of perpsectives on conservation poverty linkages;<BR>Chad Dear (University of Montana) talked on displacement from protected areas and the World Bank's policy on involuntary resettlement;<BR>Barney Dickson (Fauna and Flora International) talked about the principle of \"do no harm\" and what this means in practice for conservation activities;<BR>Elspeth Halverson (Equator Initiative) talked about the Community Knowledge Service developed by the Equator Initiative and Ecoagriculture Partners. <BR>All the abstracts can be viewed on the ISSRM site.","en",,,,".  pclg session at the 13th international symposium on society and resource management issrm members of the pclg presented papers in a session on conservation and human welfare linkages at the 2007 annual symposium of the international association fo",,,NULL,NULL
"17","E0093","E","2011-07-21","Indigenous Peoples, Marginalized Populations and Climate Change","19-21 July 2011, Mexico City, Mexico","United Nations University (UNU), Intergovernmental Panel on Climate Change (IPCC), Secretariat of the Convention on Biological Diversity (SCBD), United Nations Development Programme (UNDP), and United Nations Educational, Scientific and Cultural Organization (UNESCO) are co-organising two workshops on “Indigenous Peoples, Marginalized Populations and Climate Change.” The workshops will bring together representatives of indigenous peoples and marginalized populations, natural and social scientists, and other experts in relevant domains. The aim of the workshops is to identify, compile and analyse relevant indigenous and local observations, knowledge and practices related to understanding climate change impacts, adaptation and mitigation. The workshops will provide a key opportunity to ensure that experience, sources of information and knowledge (scientific, indigenous and local), along with data and literature (scientific and grey), focusing on vulnerable and marginalized regions of the world are made available to the authors of the IPCC 5th Assessment Report and the global community.","en",,,"http://www.unutki.org/news.php?news_id=109&doc_id=6",".  indigenous peoples marginalized populations and climate change united nations university unu intergovernmental panel on climate change ipcc secretariat of the convention on biological diversity scbd united nations development programme undp and un",,,NULL,NULL
"18","E0021","E","2007-06-17","13th International Symposium on Society and Resource Management (ISSRM)","17th - 21st June 2007,  Park City, Utah","The International Symposium on Society and Resource Management is the official annual meeting of the International Association for Society and Natural Resources, an interdisciplinary professional association whose members bring a variety of social science and natural science backgrounds to their research on environmental and natural resource issues.<BR>The theme for the 2007 symposium is Landscape Continuity and Change - Social Science Perspectives and Interdisciplinary Conversations. <BR>Primary sub-themes include:<BR> - Contributions of social science to environmental and natural resource management - How can we integrate ideas from social science and economics with those of the natural and managerial sciences to improve human interactions with natural resources and the environment? <BR> - Social and economic implications of landscape change - How do changes in natural landscapes affect social and economic well being, and how can we better understand, predict, and mediate the effects of these changes?","en",,,"http://www.issrm2007.org",".  13th international symposium on society and resource management issrm the international symposium on society and resource management is the official annual meeting of the international association for society and natural resources an interdiscipli",,,NULL,NULL
"19","E0022","E","2007-07-01","21st Annual Meeting of the Society for Conservation Biology: One World, One Conservation, One Partnership","1st - 5th July 2007, Port Elizabeth, South Africa","The theme for the meeting emphasises the need to move away from national, regional and disciplinary territoriality in support of a joint effort to conserve the world's biodiversity by uniting towards a common goal. Sub-themes include: <BR> - Partnerships for effective conservation<BR> - Global change and conservation challenges beyond boundaries<BR> - Linking freshwater, marine and terrestrial conservation<BR> - Interactions between biodiversity and society<BR>PCLG members, TILCEPA and TGER are organising a symposium at the meeting on conservation and human rights, while The Nature Conservacy is organising one on poverty-conservation links.","en",,,"http://www.nmmu.ac.za/scb/",".  21st annual meeting of the society for conservation biology one world one conservation one partnership the theme for the meeting emphasises the need to move away from national regional and disciplinary territoriality in support of a joint effort t",,,NULL,NULL
"20","E0026","E","2007-06-18","11th Poverty Environment Partnership Meeting","18th - 20th June 2007, Copenhagen, Denmark,","The Poverty Environment Partnership's 11th meeting will be held in Copenhagen, Denmark on 18 to 20 June 2007. Capturing ideas and suggestions from the 10th meeting in Nairobi, the overall theme for this meeting will be \"Environmental Improvements for Poverty Reduction and Sustainable Growth: the Challenges of Implementation.\"","en",,,"http://www.povertyenvironment.net/pep/",".  11th poverty environment partnership meeting the poverty environment partnership s 11th meeting will be held in copenhagen denmark on 18 to 20 june 2007 capturing ideas and suggestions from the 10th meeting in nairobi the overall theme for this me",,,NULL,NULL
"21","E0037","F","2007-07-17","New Dgroup",,"<BR><div align=\"left\">We are currently seeking your inputs to a discussion on tools and methodologies for assessing the social impacts of protected areas. Please visit the site, read the discussion document and give us your feedback! <br><br> <a href=\"http://www.dgroups.org/groups/oneworld/pclg\">www.dgroups.org/groups/oneworld/pclg</a></div>","en",,,,".  new dgroup we are currently seeking your inputs to a discussion on tools and methodologies for assessing the social impacts of protected areas please visit the site read the discussion document and give us your feedback! www dgroups org groups one",,,NULL,NULL
"22","E0028","E","2007-09-03","Poverty Reduction and Forests: Tenure, Market and Policy Reforms","3rd - 7th September, 2007, Bangkok, Thailand","The International Conference on 'Poverty Reduction and Forests: Tenure, Market and Policy Reforms', organized by RECOFTC in collaboration with the Rights and Resources Initiative, will be held in Bangkok from 4 to 7 September 2007 (with pre-conference sessions on 3 September).","en",,,"http://conference.recoftc.org",".  poverty reduction and forests tenure market and policy reforms the international conference on poverty reduction and forests tenure market and policy reforms organized by recoftc in collaboration with the rights and resources initiative will be he",,,NULL,NULL
"23","E0029","E","2007-06-11","The Role of Non-Timber Forest Products in Poverty Alleviation and Biodiversity Conservation","11th -15th June 2007, Hanoi, Vietnam","Non-Timber Forest Products (NTFPs) play an important role in the livelihoods of the rural poor. While there is growing appreciation of the importance of NTFPs for rural households, especially of the very poor, there are concerns about the potential impact of NTFP collection on biodiversity. This conference will explore these questions, identify successful initiatives and businesses that strive to be both pro-poor and pro-biodiversity, and determine what are the critical elements for success.","en",,,"http://www.cifor.cgiar.org/Events/hanoi_ntfp.htm",".  the role of non timber forest products in poverty alleviation and biodiversity conservation non timber forest products ntfps play an important role in the livelihoods of the rural poor while there is growing appreciation of the importance of ntfps",,,NULL,NULL
"24","E0032","F","2007-06-21","13vo Simposio Internacional sobre Sociedad y Manejo de Recursos (ISSRM)","17 al 21 de junio, en Park City, Utah (USA)","El tema del simposio de 2007 es “La Continuidad del Paisaje y el Cambio –Perspectivas desde las Ciencias Sociales y Conversaciones Interdisciplinarias”, siendo los subtemas principales: Contribuciones de las ciencias sociales al manejo del medio ambiente y los recursos naturales / Planificando desde la escala comunal a la escala regional / El cambio económico y social y sus repercusiones en el paisaje / Repercusiones sociales y económicas  de los cambios en el paisaje.","es",,,"http://www.issrm2007.org/",,,,NULL,NULL
"25","E0034","E","2008-10-05","World Conservation Congress","5th to 14th October 2008, Barcelona, Spain","The World Conservation Congress will take place in Barcelona, Spain from 5 to 14 October 2008. The first part of the Congress, the World Conservation Forum, runs from 6 to 10 October and is a great opportunity to debate pressing issues and their solutions for sustainable development. This year Congress theme is 'A diverse and sustainable world'. Thematic streams include: i) a new climate for change; ii) healthy environments - healthy people; iii) safeguarding the diversity of life. The PCLG Secretariat will host an event during this congress, aimed at highlighting the outcomes from the CBD CoP9 \"Biodiversity for Poverty Reduction Day\" and emphasising what has been learned to date on conservation-poverty linkages.","en",,,"http://www.iucn.org/congress_08/",".  world conservation congress the world conservation congress will take place in barcelona spain from 5 to 14 october 2008 the first part of the congress the world conservation forum runs from 6 to 10 october and is a great opportunity to debate pre",,,NULL,NULL
"26","E0035","E","2007-10-29","Trondheim Conference on Biodiversity 2007","29th October ? 2nd November 2007, Trondheim, Germany","The fifth Trondheim Conference on Biodiversity will be held 29 October - 2 November 2007, and will be hosted by the Norwegian government in collaboration with the United Nations Environment Programme (UNEP). The title of the conference will be ?Ecosystems and people ? biodiversity for development ? the road to 2010 and beyond?. Focus will be on why biodiversity is important for fighting poverty and for sustainable development and on difficult trade-offs in this regard. These are key strategic issues to be discussed at the ninth Conference of the Parties of the CBD in May 2008, and the conference will provide advice to the CBD and this meeting. Participation is by invitation only, with up to 300 participants from governments and from key international organisations and institutions working on the issues involved.","en",,,"http://www.trondheimconference.org/",".  trondheim conference on biodiversity 2007 the fifth trondheim conference on biodiversity will be held 29 october 2 november 2007 and will be hosted by the norwegian government in collaboration with the united nations environment programme unep the",,,"B1606","Chairman?s Report: The Trondheim/UN Conference on Ecosystems and People ? Biodiversity for Development ? The Road to 2010 and Beyond"
"27","E0036","L","2007-07-17","Measuring the Socio-Economic Impacts of Conservation","17th-19th July, Cambridge, UK","Three international conservation organisations (Fauna & Flora International, the African Wildlife Foundation and Birdlife International) organised a workshop to explore the challenges and solutions to monitoring and evaluating socio-economic/livelihoods impacts in conservation programs. With financial support from Swedbio, a two day workshop was held on 18th - 19th July 2007 in Cambridge, UK, at which representatives from a range of conservation and development organisations and academia gathered to share experiences of the application of socio-economic/livelihoods M&E. Focused around a series of presentations and discussion sessions, the goal of the workshop was to identify pragmatic recommendations and guidelines for conservation practitioners, that balance technical rigour with field realities. Some 40 delegates spanning 20 nationalities participated in the workshop. These included conservation field practitioners from 14 countries in Africa, Asia and Latin America, as well as those working in organisational headquarters on organisation-wide processes for M&E, reporting and lesson-learning. The involvement of selected representatives from the development sector, which has a longer history and experience of using and developing socio-economic/livelihoods M&E tools and processes, provided a valuable counterpoint to the discussion. The first day focused on comparing field level M&E tools and frameworks, whilst the second day focused on organisational process for M&E and reporting, and the challenges of reconciling field level, organisational and donor information requirements in a unified M&E system. Both days included presentations from conservation and development practitioners, and breakout discussion groups to explore key issues.","en","D0097","M0001",,".  measuring the socio economic impacts of conservation three international conservation organisations fauna & flora international the african wildlife foundation and birdlife international organised a workshop to explore the challenges and solutions",,,NULL,NULL
"28","E0047","E","2008-06-10","14th International Symposium on Society and Resource Management (ISSRM)","10th -14th June 2008, University of Vermont, Burlington, USA","The theme of the 2008 ISSRM Symposium is “People and Place: Linking Culture and Nature”, and will 1) emphasize the human dimensions of environmental and natural resources issues, 2) include the broad array of social science disciplines and related fields of study, and 3) illustrate the interdisciplinary, cooperative, and collaborative character of research and management. ISSRM offers many types of opportunities to participate, including traditional paper (oral) presentations, poster presentations, and a variety of sessions that can be organized by participants. Abstracts for all of these forms of participation are due by February 8, 2008. Details on abstract submission, as well as the Symposium program, registration, housing, travel, and other matters are included in the web site noted below.","en",,,,".  14th international symposium on society and resource management issrm the theme of the 2008 issrm symposium is “people and place linking culture and nature” and will 1 emphasize the human dimensions of environmental and natural resources issues 2 ",,,NULL,NULL
"29","E0039","F","2007-08-02","En vedette ce mois-ci – Symposium annuel 2007 du PCLG: Changement climatique, Conservation et Pauvreté",,"Le Symposium annuel 2007 du PCLG se tiendra les 7 et 8 novembre 2007 dans les locaux de la Zoological Society of London, à Londres (Royaume-Uni). Une session de la réunion sera consacrée à un examen des initiatives les plus récentes abordant les liens entre les aires protégées et la pauvreté mais l'axe principal du Symposium portera sur la discussion des interactions entre le changement climatique, la conservation et la pauvreté. La participation à la réunion sera strictement réservée aux membres du PCLG. Un complément d’information sera prochainement disponible.","fr",,,,".  en vedette ce mois ci – symposium annuel 2007 du pclg changement climatique conservation et pauvreté le symposium annuel 2007 du pclg se tiendra les 7 et 8 novembre 2007 dans les locaux de la zoological society of london à londres royaume uni une",,,NULL,NULL
"30","E0040","F","2007-08-02","Estudio sobre Organizaciones e Iniciativas",,"<div align=\"left\">La Secretaria del PCLG solicita a TODOS sus miembros que envíen información actualizada acerca de los proyectos y actividades relevantes sobre los vínculos entre pobreza y conservación llevados a cabo por sus organizaciones. Esta información será compilada en un documento informativo que constituirá una actualización del ‘Estudio sobre Organizaciones e Iniciativas’ elaborado en 2005 y que será distribuido durante el Simposio 2007. Esta es una gran oportunidad para informar a otros miembros del PCLG sobre vuestro trabajo!</div>","es",,,"http://www.povertyandconservation.info/docs/200512-Organisations(Giuliani).pdf",".  estudio sobre organizaciones e iniciativas la secretaria del pclg solicita a todos sus miembros que envíen información actualizada acerca de los proyectos y actividades relevantes sobre los vínculos entre pobreza y conservación llevados a cabo por",,,NULL,NULL
"31","E0041","E","2007-11-07","2007 PCLG Annual Symposium","7th-8th November 2007, London Zoo, London, UK","The 2007 PCLG Annual Symposium will be held at the London Zoo, London (UK) on 7th-8th November, 2007. The theme of this year’s meeting will be 'Climate Change, Conservation and Poverty - What are the implications of climate mitigation and adaptation for conservation-poverty linkages?' For more information on this event email pclg@iied.org","en","D0099",,,".  2007 pclg annual symposium the 2007 pclg annual symposium will be held at the london zoo london uk on 7th 8th november 2007 the theme of this year’s meeting will be climate change conservation and poverty what are the implications of climate mitig",,,NULL,NULL
"32","E0042","E","2008-07-14","IASC 12th Biennial Global Conference","14th – 18th July 2008, University of Gloucestershire, Cheltenham, England","The International Association for the Study of the Commons 12th Biennial Global Conference will be on the theme: 'Governing shared resources:  Connecting local experience to global challenges'. All individuals interested in the study of the commons are invited to submit abstracts for presentation of papers or posters on any aspect of conference themes, for symposia, or workshop discussion sessions focused on specific issues. Deadline for the presentation of abstracts is October 30, 2007 (email: iasc2008@glos.ac.uk).","en",,,"http://iasc2008.glos.ac.uk/iasc08.html",".  iasc 12th biennial global conference the international association for the study of the commons 12th biennial global conference will be on the theme governing shared resources connecting local experience to global challenges all individuals intere",,,NULL,NULL
"33","E0043","E","2007-11-01","Trade-offs in Conservation: Deciding What to Save","1 - 2 November 2007, Zoological Society of London, London, UK","On Thursday 1 and Friday 2 November 2007 the Zoological Society of London will host the symposium: 'Trade-offs in conservation: deciding what to save'. All tickets for attendance must be purchased in advance. For more information on this event please contact Joy Hayward (joy.hayward@zsl.org).","en","D0098",,,".  trade offs in conservation deciding what to save on thursday 1 and friday 2 november 2007 the zoological society of london will host the symposium trade offs in conservation deciding what to save all tickets for attendance must be purchased in adv",,,NULL,NULL
"34","E0044","L","2007-11-07","2007 PCLG Symposium","7th-8th November 2007, Zoological Society of London, London, UK","The 2007 PCLG Symposium took place on 7th-8th November 2007 at the Zoological Society of London (UK). The theme of this meeting was 'Climate Change, Conservation and Poverty: What are the implications of climate mitigation and adaptation for conservation-poverty linkages'.","en","D0146","M0005",,".  2007 pclg symposium the 2007 pclg symposium took place on 7th 8th november 2007 at the zoological society of london uk the theme of this meeting was climate change conservation and poverty what are the implications of climate mitigation and adapta",,,NULL,NULL
"35","E0094","E","2012-06-04","Earth Summit 2012","4th - 6th June 2012, Rio de Janeiro, Brazil","On 4th - 6th June 2012, the UNCSD will take place in Rio de Janeiro, Brazil. Also referred to as the Rio+20 or the Earth Summit 2012 due to the initial conference held in Rio in 1992, the objectives of the Summit are: to secure renewed political commitment to sustainable development; to assess progress towards internationally agreed goals on sustainable development and to address new and emerging challenges. The Summit will also focus on two specific themes: a green economy in the context of poverty eradication and sustainable development, and an institutional framework for sustainable development.","en",,,"http://www.earthsummit2012.org",".  earth summit 2012 on 4th 6th june 2012 the uncsd will take place in rio de janeiro brazil also referred to as the rio 20 or the earth summit 2012 due to the initial conference held in rio in 1992 the objectives of the summit are to secure renewed ",,,NULL,NULL
"36","E0045","E","2007-12-08","Forest Day: Shaping the Global Agenda for Forests & Climate Change","8th December 2007, Ayodya Hotel, Nusa Dua, Bali, Indonesia","Forests are now at the very center of international debates on climate change and are likely to feature strongly during December’s Thirteenth Session of the Conference of Parties to the UNFCCC. Fittingly, CIFOR and co-hosts will be holding the first ever Forest Day on Dec 8th, 2007 as an event parallel to COP13. Forest Day will see CIFOR and partner organizations presenting an international forum on forest and climate change policies at the global, national and local levels. Forest Day aims at generating vigorous debate and analytical dialogue of all the social, science, technological, human and political issues inseparable from any discussion of forests and climate.","en",,,"http://www.cifor.cgiar.org/Events/COP-ForestDay/Introduction.htm",".  forest day shaping the global agenda for forests & climate change forests are now at the very center of international debates on climate change and are likely to feature strongly during december’s thirteenth session of the conference of parties to",,,NULL,NULL
"37","E0046","E","2007-11-19","12th Poverty Environment Partnership Meeting","19th - 21st November 2007, Washington D.C., USA","The Poverty Environment Partnership's 12th meeting was held in Washington DC on 19-21 November 2007. The overall theme of the meeting was: \"Infrastructure, growth, and poverty reduction: the role of ecosystems and natural resources\".","en",,,"http://www.povertyenvironment.net/pep/",".  12th poverty environment partnership meeting the poverty environment partnership s 12th meeting was held in washington dc on 19 21 november 2007 the overall theme of the meeting was infrastructure growth and poverty reduction the role of ecosystem",,,NULL,NULL
"38","E0048","F","2008-09-24","The PCLG at the World Conservation Congress:",,"<p align=\"left\">The Poverty and Conservation Learning Group (PCLG) hired a stand at the latest World Conservation Congress (WCC), which took place in Barcelona, Spain, from 5 to 14 October 2008. The stand was used to display recent publications and promotional material produced by the PCLG and its members. The stand also helped generate interest in the work of the PCLG among those who were not aware of its existence or familiar with its aims. Thanks to all PCLG members who came to visit the stand: it was very nice to see you all again and to catch up on your ongoing work in the field of poverty and conservation!<p>","en",,,,".  the pclg at the world conservation congress the poverty and conservation learning group pclg hired a stand at the latest world conservation congress wcc which took place in barcelona spain from 5 to 14 october 2008 the stand was used to display re",,,NULL,NULL
"39","E0055","A","2008-07-08","Conservation and Poverty Principles",,"The German Federal Agency for Nature Conservation (BfN) organised a workshop on the Isle of Vilm in November 2006 to discuss the links between nature conservation and poverty reduction. During this event, a gap for principles to guide conservation activities in relation to poverty issues was found, and the need for further work on this issue recognized. Based on this, a second meeting was held on the Isle of Vilm in November 2007. During this second meeting, a draft document for guiding principles on the interface of nature conservation and poverty reduction was developed and their potential integration into key policy processes discussed. The PCLG Secretariat took part in the second meeting, and has been supportive of this process since.","en",,,,".  conservation and poverty principles the german federal agency for nature conservation bfn organised a workshop on the isle of vilm in november 2006 to discuss the links between nature conservation and poverty reduction during this event a gap for",,,"D0229","\"Linking Nature Conservation and Poverty Reduction: Supporting a Networking Process?"
"40","E0049","L","2005-12-15","Poverty and Conservation Learning Group Inception Meeting - Taking the Learning Group Forward","12-13 December 2005, UNEP-WCMC, Cambridge, UK","The inception meeting of the Poverty and Conservation Learning Group was convened in December 2005. 46 organisations that are actively involved in, or affected by, conservation-poverty linkages were invited. Of these, 27 organisations were able to participate in the meeting. The meeting was convened with three key aims:<BR>1. To recap on the rationale for the Learning Group and to introduce potential Group members to each other <BR>2. To review and agree proposed protocols of the Group<BR>3. To develop a learning agenda for the next 1-2 years","en","D0047","M0006",,".  poverty and conservation learning group inception meeting taking the learning group forward the inception meeting of the poverty and conservation learning group was convened in december 2005 46 organisations that are actively involved in or affect",,,NULL,NULL
